"項目","単位","1980_S55","1981_S56","1982_S57","1983_S58","1984_S59","1985_S60","1986_S61","1987_S62","1988_S63","1989_H1","1990_H2","1991_H3","1992_H4","1993_H5","1994_H6","1995_H7","1996_H8","1997_H9","1998_H10","1999_H11","2000_H12","2001_H13","2002_H14","2003_H15","2004_H16","2005_H17","有効数字(少数桁)"
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_計（面積）","ha","93493.0","","","","","…","","","","","98884.0","","","","","…","","","","","68811.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_0.1～１ha未満（事業体数）","事業体","1440.0","","","","","…","","","","","2573.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_0.1～１ha未満（面積）","ha","629.0","","","","","…","","","","","1148.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_１～５（事業体数）","事業体","1463.0","","","","","…","","","","","1768.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_１～５（面積）","ha","3496.0","","","","","…","","","","","4146.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_１～３ha未満（事業体数）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","1136.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_１～３ha未満（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","1941.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_３～５（事業体数）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","449.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_３～５（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","1692.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_５～10（事業体数）","事業体","428.0","","","","","…","","","","","464.0","","","","","…","","","","","440.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_５～10（面積）","ha","2976.0","","","","","…","","","","","3145.0","","","","","…","","","","","3051.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_10～20（事業体数）","事業体","272.0","","","","","…","","","","","312.0","","","","","…","","","","","212.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_10～20（面積）","ha","3780.0","","","","","…","","","","","4224.0","","","","","…","","","","","2936.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_20～30（事業体数）","事業体","113.0","","","","","…","","","","","136.0","","","","","…","","","","","112.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_20～30（面積）","ha","2713.0","","","","","…","","","","","3278.0","","","","","…","","","","","2721.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_30～50（事業体数）","事業体","109.0","","","","","…","","","","","119.0","","","","","…","","","","","93.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_30～50（面積）","ha","4128.0","","","","","…","","","","","4623.0","","","","","…","","","","","3609.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_50～100（事業体数）","事業体","112.0","","","","","…","","","","","112.0","","","","","…","","","","","89.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_50～100（面積）","ha","7614.0","","","","","…","","","","","7475.0","","","","","…","","","","","6239.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_100～500（事業体数）","事業体","94.0","","","","","…","","","","","112.0","","","","","…","","","","","85.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_100～500（面積）","ha","19793.0","","","","","…","","","","","24385.0","","","","","…","","","","","18648.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_500ha以上（事業体数）","事業体","16.0","","","","","…","","","","","26.0","","","","","…","","","","","23.0","","","","","…",""
"林業編（林家以外の林業事業体）_56　保有山林面積規模別林業事業体数と面積（林家以外の林業事業体計）_500ha以上（面積）","ha","48365.0","","","","","…","","","","","46461.0","","","","","…","","","","","27975.0","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_計（事業体数）","事業体","184.0","","","","","…","","","","","306.0","","","","","…","","","","","182.0","","","","","…",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_計（面積）","ha","6063.0","","","","","…","","","","","20153.0","","","","","…","","","","","13117.0","","","","","…",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_0.1～１ha未満（事業体数）","事業体","61.0","","","","","…","","","","","130.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_0.1～１ha未満（面積）","ha","25.0","","","","","…","","","","","56.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_１～５（事業体数）","事業体","49.0","","","","","…","","","","","62.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_１～５（面積）","ha","138.0","","","","","…","","","","","155.0","","","","","…","","","","","…","","","","","…",""
"林業編（林家以外の林業事業体）_57　保有山林面積規模別事業体数と面積（会社）_１～３ha未満（事業体数）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","59.0","","","","","…",""
